112,833,30
112,11084,0
112,8707,6
112,10804,0
112,616,49
113,2838,24
113,11277,0
113,622,49
113,9108,5
113,10855,0
113,845,30
114,2842,24
114,11369,0
114,628,49
114,9233,5
114,10974,0
114,849,30
115,4743,19
115,11490,0
115,634,49
115,9665,4
115,11044,0
115,861,30
116,6833,13
116,11448,0
116,640,49
116,9940,3
116,10990,0
116,864,30
117,646,49
117,4733,19
117,11652,0
117,9873,4
117,11269,0
117,875,30
118,4582,20
118,11667,0
118,651,49
118,9980,4
118,11382,0
118,880,30
119,909,36
119,1171,32
119,4244,21
119,11817,0
119,1749,30
119,9814,5
119,655,49
119,11561,0
119,1881,32
120,912,36
120,1174,32
120,2475,26
120,11866,0
120,1752,30
120,677,49
120,9599,6
120,11697,0
120,1884,32
121,989,42
121,1479,34
121,4159,22
121,11951,0
121,3175,28
121,10003,5
121,11749,0
121,704,49
121,1221,38
121,3369,31
122,1771,36
122,5718,18
122,12022,0
122,744,49
122,4018,28
122,10086,5
122,11823,0
122,4311,33
123,671,50
123,6029,18
123,12143,0
123,4592,26
123,10275,5
123,11990,0
123,4893,30
124,675,50
124,6256,18
124,12183,0
124,5127,24
124,10596,4
124,11969,0
124,5356,27
125,679,50
125,6208,18
125,12300,0
125,4722,26
125,10185,6
125,12235,0
125,5019,30
126,683,50
126,6320,18
126,12372,0
126,4838,26
126,10014,7
126,12401,0
126,5137,30
127,687,50
127,5894,21
127,12509,0
